TransactionID,CustomerID,ProductID,Updated_Transaction_date,Quantity,PricePerUnit,TotalAmount,PaymentMethod,RegionID,Discount,TransactionStatus,ShippingAddress,ShippingCost,RefundedAmount,Updated_shipping_date,Updated_delivery_date,CreatedAt,UpdatedAt,ProductRating,LoyaltyPointsEarned,GiftCardUsed,GiftCardAmount,TransactionType,TransactionType
Txn_6850,Cust_2981,Prod_25,23-10-2024,10,50.53,276.63,Other,1,14.07,Completed,"2737 John Spur Lake Misty, ME 03124",1.73,62.29,23-10-2024,22-08-2024,24-03-2024,20-02-2024,1.7,23,FALSE,25.37,In-Store,In-Store
Txn_6851,Cust_9675,Prod_17,23-10-2024,8,86.11,688.88,Online Payment,2,14.11,Failed,"381 Taylor Harbors Suite 083 Lake Christinabury, MN 65464",7.45,46.44,27-04-2024,23-10-2024,01-07-2024,01-03-2024,2.5,50,FALSE,25.37,Other,
Txn_6852,Cust_6626,Prod_16,20-07-2024,4,2.64,10.56,Debit Card,2,5,Pending,"5689 Holly Groves Suite 290 South Zacharyfurt, FM 62517",7.45,49.88,01-02-2024,03-05-2024,16-06-2024,10-07-2024,1.9,38,TRUE,33.79,In-Store,In-Store
Txn_6853,Cust_589,Prod_17,19-07-2024,5,50.53,276.63,Debit Card,2,7.53,,"67455 Crawford Ford Suite 282 South Ann, GA 03303",1.82,49.88,13-04-2024,23-10-2024,16-06-2024,11-09-2024,3,74,TRUE,25.37,In-Store,In-Store
Txn_6854,Cust_7948,Prod_45,10-02-2024,5,6.16,276.63,Other,1,12.88,,"7706 Anthony Locks Apt. 292 Garnerberg, KY 78397",7.45,49.88,01-07-2024,23-10-2024,20-03-2024,18-02-2024,4.3,45,FALSE,25.37,Online,Online
Txn_6855,Cust_1029,Prod_23,11-07-2024,6,50.53,276.63,Cash,3,5,Completed,"3699 Hawkins Drives West Cindyberg, KY 92676",14.81,66.13,23-10-2024,23-10-2024,11-02-2024,04-07-2024,3,50,TRUE,34.08,Online,Online
Txn_6856,Cust_1630,Prod_21,27-02-2024,5,50.53,276.63,Credit Card,3,7.8,Failed,"168 Joseph Mountain Apt. 508 Huangview, OK 23130",7.45,92.61,23-10-2024,23-10-2024,26-04-2024,12-04-2024,3,50,TRUE,25.37,Online,Online
Txn_6857,Cust_2627,Prod_12,27-01-2024,5,20.83,276.63,Other,2,5,Failed,"097 Hannah Turnpike Suite 872 East Debraville, SC 71511",8.13,49.88,23-10-2024,23-10-2024,04-08-2024,16-08-2024,2.2,38,TRUE,14.5,Online,Online
Txn_6858,Cust_3612,Prod_33,23-10-2024,5,50.53,276.63,Cash,1,7.53,Failed,"34438 Flores Parks Apt. 114 North Kaylaville, GA 15684",7.45,6.15,23-03-2024,13-02-2024,15-01-2024,29-02-2024,1.7,82,TRUE,49.91,Online,Online
Txn_6859,Cust_1538,Prod_32,05-10-2024,7,93.33,653.31,Credit Card,2,7.53,,"98442 Hannah Hollow Port Stephanie, OH 32541",7.45,39.2,25-06-2024,23-10-2024,03-03-2024,05-09-2024,3,88,TRUE,48.74,In-Store,In-Store
Txn_6860,Cust_816,Prod_36,23-10-2024,1,50.53,276.63,Other,3,5,,"575 Cross Cape Barrystad, AK 80165",3.55,49.88,23-10-2024,01-10-2024,03-06-2024,29-08-2024,3,34,FALSE,25.37,Other,
Txn_6861,Cust_7492,Prod_16,31-08-2024,5,50.53,276.63,Cash,3,5,Pending,"5499 Emily Green Suite 605 Ryantown, PA 18077",3.48,49.88,29-09-2024,21-05-2024,30-04-2024,17-08-2024,3,88,FALSE,25.37,Other,
Txn_6862,Cust_3027,Prod_23,23-10-2024,5,20.7,276.63,Online Payment,3,7.53,,"PSC 2124, Box 0461 APO AP 39526",1.72,49.88,23-10-2024,13-01-2024,13-07-2024,13-10-2024,1,26,TRUE,3.02,Other,
Txn_6863,Cust_3858,Prod_23,09-06-2024,5,50.53,276.63,Online Payment,3,7.53,Pending,"310 Carter Loop Jonathanfort, NJ 71214",3.15,49.88,23-10-2024,23-10-2024,29-07-2024,09-02-2024,3,50,TRUE,12.03,Other,
Txn_6864,Cust_8228,Prod_48,06-04-2024,9,27.21,244.89,Cash,1,5,,"9572 Jessica Skyway Suarezbury, SD 46738",10.86,49.88,23-10-2024,28-06-2024,17-07-2024,01-03-2024,3.9,50,FALSE,25.37,In-Store,In-Store
Txn_6865,Cust_5968,Prod_14,23-10-2024,5,48.51,276.63,Other,1,5,,"24117 Christina Summit Suite 797 West Samanthachester, SC 66031",7.45,85.67,23-10-2024,23-10-2024,06-06-2024,08-06-2024,3,50,TRUE,25.37,In-Store,In-Store
Txn_6866,Cust_3953,Prod_46,28-05-2024,5,50.53,276.63,Credit Card,2,5,Completed,"563 Holland Knolls Bennettport, LA 23539",4.91,49.88,23-10-2024,23-10-2024,13-06-2024,12-07-2024,3,48,FALSE,25.37,In-Store,In-Store
Txn_6867,Cust_7005,Prod_25,23-10-2024,5,50.53,276.63,Online Payment,2,5,Pending,"20727 Hamilton Viaduct Rogersfort, MH 36503",2.42,87.9,17-06-2024,23-10-2024,13-03-2024,01-10-2024,2,50,FALSE,25.37,Other,
Txn_6868,Cust_5225,Prod_44,23-10-2024,8,50.53,276.63,Credit Card,2,7.53,Completed,"7170 Devin Fall North Ashley, SC 49951",13.25,49.88,01-02-2024,30-09-2024,14-04-2024,05-03-2024,4.5,82,TRUE,28.48,Online,Online
Txn_6869,Cust_8132,Prod_48,23-10-2024,5,50.53,276.63,Online Payment,2,14.8,,"43411 Mark Isle Apt. 541 Ronaldmouth, VT 80024",4.95,49.88,23-10-2024,24-04-2024,13-04-2024,10-04-2024,2.8,15,FALSE,25.37,In-Store,In-Store
Txn_6870,Cust_2599,Prod_23,17-09-2024,5,3.63,276.63,Credit Card,1,5,,"88620 Davidson Springs Armstrongfurt, DC 92709",7.45,20.27,23-10-2024,23-10-2024,13-05-2024,23-04-2024,4.9,13,TRUE,42.92,Online,Online
Txn_6871,Cust_391,Prod_48,23-10-2024,8,86.96,695.68,Online Payment,1,7.53,Pending,USNV Peters FPO AA 69386,14.98,49.88,04-04-2024,29-09-2024,05-10-2024,24-09-2024,3,27,TRUE,25.37,Online,Online
Txn_6872,Cust_171,Prod_44,23-10-2024,7,16.49,115.43,Debit Card,2,12.21,Completed,"3433 Kim Drives Suite 889 East Amymouth, NM 65946",7.45,49.88,09-10-2024,23-10-2024,31-03-2024,23-08-2024,4.1,10,TRUE,22.28,In-Store,In-Store
Txn_6873,Cust_8424,Prod_42,23-10-2024,5,33.81,169.05,Credit Card,3,5,,"559 Olivia Corners Apt. 490 New Aprilborough, GU 67952",6.09,78,07-01-2024,23-10-2024,26-04-2024,05-05-2024,1.8,50,TRUE,16.59,Online,Online
Txn_6874,Cust_3734,Prod_30,30-01-2024,5,50.53,276.63,Debit Card,2,5,Pending,USNS Galloway FPO AA 56809,7.45,6.89,23-10-2024,23-10-2024,20-06-2024,02-10-2024,3,89,TRUE,15.35,In-Store,In-Store
Txn_6875,Cust_9888,Prod_12,23-10-2024,5,22.41,276.63,Online Payment,3,7.53,Pending,"64494 Brian Causeway East Karenfurt, WV 19984",13.98,49.88,23-10-2024,18-01-2024,30-05-2024,26-06-2024,4.3,50,FALSE,20.7,In-Store,In-Store
Txn_6876,Cust_7902,Prod_26,09-03-2024,5,69.4,276.63,Credit Card,2,6.64,Completed,"721 Megan Center Hayleyfort, OK 50472",7.45,49.88,23-10-2024,23-10-2024,19-06-2024,12-06-2024,3.1,50,FALSE,25.37,Other,
Txn_6877,Cust_1519,Prod_7,07-04-2024,5,24.08,276.63,Cash,2,5,Pending,"687 Brett Circle Port Christina, NV 87935",12.06,11.73,23-10-2024,29-01-2024,05-01-2024,28-06-2024,3,34,TRUE,6.24,Online,Online
Txn_6878,Cust_6655,Prod_48,05-04-2024,10,90.29,902.9,Online Payment,2,5,Failed,"07209 David Via Ryanshire, IN 74098",8.4,32.79,09-09-2024,23-10-2024,23-07-2024,28-01-2024,3,50,FALSE,25.37,Online,Online
Txn_6879,Cust_2223,Prod_1,23-10-2024,1,56.25,56.25,Online Payment,3,13.21,,"PSC 0850, Box 5123 APO AE 99585",7.45,83.12,03-05-2024,23-10-2024,20-01-2024,23-04-2024,3,50,TRUE,25.37,Other,
Txn_6880,Cust_6387,Prod_42,02-08-2024,1,50.53,276.63,Cash,2,7.53,Failed,"8512 Melissa Estates Apt. 141 Melanieborough, NY 88705",7.45,49.88,08-10-2024,23-10-2024,16-05-2024,06-03-2024,3,100,FALSE,25.37,Online,Online
Txn_6881,Cust_1174,Prod_9,23-10-2024,6,50.53,276.63,Credit Card,3,2.25,Failed,"62259 Fox Unions Jefferyshire, MT 95341",7.45,49.88,28-03-2024,17-01-2024,22-09-2024,02-09-2024,3.4,79,FALSE,46.3,Online,Online
Txn_6882,Cust_7225,Prod_42,18-05-2024,3,58.29,174.87,Cash,2,7.53,Completed,"3611 Walsh Brooks Apt. 110 West Taylorberg, GA 63268",7.45,86.66,12-10-2024,23-10-2024,17-01-2024,05-09-2024,3,19,FALSE,25.37,Online,Online
Txn_6883,Cust_4452,Prod_9,12-09-2024,5,13.85,276.63,Credit Card,2,5,Completed,"309 Julie Ports Kathrynbury, PW 31205",7.45,49.88,23-10-2024,23-10-2024,12-03-2024,12-07-2024,3,50,FALSE,25.37,Other,
Txn_6884,Cust_516,Prod_10,23-10-2024,5,50.53,276.63,Cash,2,1.99,,"PSC 3297, Box 2086 APO AP 09669",7.45,49.88,23-10-2024,23-10-2024,29-03-2024,11-03-2024,3,50,TRUE,39.48,Other,
Txn_6885,Cust_6933,Prod_36,23-10-2024,1,50.53,276.63,Other,1,7.53,,"1848 Rivers Mountain Suite 073 Rebeccashire, VI 54947",7.45,49.88,23-10-2024,23-10-2024,15-10-2024,19-02-2024,2.8,50,FALSE,41,Online,Online
Txn_6886,Cust_9528,Prod_38,15-02-2024,5,50.53,276.63,Credit Card,3,9.91,,"720 Thompson Pines Apt. 012 Cruzhaven, VT 53031",1.42,49.88,11-09-2024,23-10-2024,30-05-2024,18-07-2024,3,50,FALSE,25.37,Other,
Txn_6887,Cust_1305,Prod_43,23-10-2024,5,81.68,276.63,Other,2,7.53,Failed,"41394 Cheryl Square West Kelly, AK 69816",7.45,20.5,06-04-2024,23-10-2024,08-08-2024,21-03-2024,3,47,FALSE,25.37,Online,Online
Txn_6888,Cust_20,Prod_21,23-10-2024,5,50.53,276.63,Other,1,7.53,Completed,Unit 8145 Box 5625 DPO AP 85456,7.45,49.88,08-09-2024,20-01-2024,08-04-2024,08-08-2024,3,35,TRUE,39.99,In-Store,In-Store
Txn_6889,Cust_1903,Prod_31,21-07-2024,4,50.53,276.63,Cash,3,7.53,Failed,"422 Donald Freeway Mistyfurt, AL 20164",7.45,95.61,23-10-2024,19-06-2024,03-03-2024,14-10-2024,2.2,50,FALSE,15.21,Other,
Txn_6890,Cust_8047,Prod_30,23-10-2024,5,50.53,276.63,Cash,3,7.53,,"68964 Ramirez Parks Millerberg, FM 84632",4.62,20.01,18-08-2024,28-04-2024,16-03-2024,01-04-2024,3,50,FALSE,2.52,Online,Online
Txn_6891,Cust_1273,Prod_37,26-03-2024,5,83.8,276.63,Credit Card,1,15.14,Completed,"012 Samuel Brook Apt. 302 South Elizabeth, CO 75375",7.45,3.29,17-01-2024,12-02-2024,03-01-2024,06-10-2024,2.4,85,TRUE,8.84,In-Store,In-Store
Txn_6892,Cust_6792,Prod_28,23-10-2024,5,50.53,276.63,Online Payment,3,1.91,Completed,"22991 Sean Ports Jasonborough, VI 50109",7.45,49.88,23-10-2024,23-10-2024,05-08-2024,15-03-2024,3,50,TRUE,13.13,Other,
Txn_6893,Cust_6792,Prod_6,23-10-2024,10,32.05,320.5,Credit Card,2,11,Failed,Unit 1433 Box 2618 DPO AA 69603,5.71,92.5,11-04-2024,23-03-2024,07-03-2024,03-02-2024,2,84,TRUE,25.37,In-Store,In-Store
Txn_6894,Cust_7457,Prod_46,23-10-2024,5,4.58,276.63,Debit Card,3,7.53,Pending,"PSC 2235, Box 2594 APO AE 06827",7.45,56.31,23-10-2024,22-07-2024,14-10-2024,22-08-2024,1.2,50,TRUE,25.37,In-Store,In-Store
Txn_6895,Cust_4662,Prod_13,23-10-2024,5,89.04,276.63,Debit Card,2,7.53,Completed,"2786 Davis Valleys Cookport, NE 13913",7.88,81.91,23-10-2024,23-10-2024,09-07-2024,03-09-2024,3,96,FALSE,47.42,Online,Online
Txn_6896,Cust_432,Prod_32,04-05-2024,5,50.53,276.63,Debit Card,1,5,Failed,"58874 Guerra Track Apt. 897 Port Amanda, IL 75333",4.61,93.92,23-10-2024,23-10-2024,05-04-2024,01-03-2024,3.6,26,TRUE,25.37,Other,
Txn_6897,Cust_1660,Prod_24,23-10-2024,10,50.53,276.63,Other,2,5,Failed,"65070 Joshua Forest South Nicolehaven, NH 21084",7.45,49.88,29-03-2024,05-06-2024,17-08-2024,21-02-2024,1.3,50,FALSE,17.91,In-Store,In-Store
Txn_6898,Cust_9337,Prod_6,22-04-2024,3,78.91,236.73,Cash,1,7.53,Completed,"046 Sara Plaza Suite 254 Lake Christina, PA 70165",14.11,49.88,12-04-2024,23-10-2024,22-03-2024,05-09-2024,3,58,TRUE,20.09,Online,Online
Txn_6899,Cust_9857,Prod_23,05-04-2024,9,50.53,276.63,Debit Card,1,12.33,,"280 Ernest Port Apt. 947 Port Mindyton, PR 41250",7.45,49.88,26-07-2024,10-01-2024,24-06-2024,17-07-2024,2.4,50,FALSE,25.37,Other,
Txn_6900,Cust_3708,Prod_19,11-06-2024,2,67.54,135.08,Credit Card,2,5,Completed,"243 Carlos Common Apt. 509 West Daniel, NH 91032",12.2,49.88,05-06-2024,23-10-2024,22-07-2024,23-07-2024,3,50,FALSE,44.09,Online,Online
Txn_6901,Cust_6529,Prod_48,01-09-2024,9,50.53,276.63,Other,2,5,Pending,"0396 Terri Underpass West Andrewstad, UT 33060",7.45,49.88,06-10-2024,28-05-2024,18-09-2024,30-06-2024,3,50,TRUE,14.96,Online,Online
Txn_6902,Cust_5922,Prod_50,23-10-2024,4,50.53,276.63,Debit Card,2,5,Pending,"30349 Matthew Prairie Suite 607 East Stevenville, KY 87437",7.45,49.88,18-08-2024,13-01-2024,25-02-2024,03-07-2024,3,50,TRUE,25.37,Online,Online
Txn_6903,Cust_1731,Prod_21,07-10-2024,5,9.52,276.63,Debit Card,2,5,Completed,"669 Bethany Walk West Paul, ME 75716",10.28,49.88,23-10-2024,07-01-2024,19-07-2024,22-06-2024,2.1,5,TRUE,30.46,Online,Online
Txn_6904,Cust_6286,Prod_20,28-02-2024,1,50.53,276.63,Debit Card,2,5,,"727 Sutton Dam Ryanfort, RI 65468",5.12,20.1,23-10-2024,01-10-2024,12-06-2024,12-03-2024,4.6,39,FALSE,25.37,Online,Online
Txn_6905,Cust_3246,Prod_3,12-10-2024,5,50.53,276.63,Credit Card,3,7.53,Pending,"718 Randolph Islands East Brookeborough, WV 39709",7.45,79.95,23-10-2024,01-08-2024,25-05-2024,03-01-2024,4.4,66,TRUE,25.37,Other,
Txn_6906,Cust_1301,Prod_30,23-10-2024,5,50.53,276.63,Credit Card,2,9.84,Failed,"PSC 7498, Box 7866 APO AA 23010",11.98,49.88,23-10-2024,10-02-2024,10-01-2024,26-02-2024,4.4,50,TRUE,30.36,Other,
Txn_6907,Cust_9907,Prod_27,23-07-2024,7,50.53,276.63,Online Payment,2,11,,"10547 Perez Mountain Suite 734 South Derek, AR 55755",7.45,66.02,09-05-2024,22-04-2024,16-05-2024,04-01-2024,3,50,TRUE,37.88,In-Store,In-Store
Txn_6908,Cust_98,Prod_15,18-02-2024,7,45.17,316.19,Online Payment,2,5,,"88220 Peters Highway East Sharishire, TX 97090",7.45,49.88,23-10-2024,01-05-2024,18-05-2024,26-06-2024,4.4,80,TRUE,25.37,In-Store,In-Store
Txn_6909,Cust_8985,Prod_7,29-02-2024,5,50.53,276.63,Debit Card,3,7.53,Pending,"6699 Gary Camp Suite 746 Shellyberg, ME 18837",5.71,24.96,23-10-2024,23-03-2024,20-04-2024,28-04-2024,3,50,TRUE,25.37,Online,Online
Txn_6910,Cust_4595,Prod_19,07-05-2024,8,50.53,276.63,Other,3,4.84,,"6598 Andrew Rapids Port Tiffanyfort, OH 47499",9.04,50.16,23-10-2024,23-10-2024,01-06-2024,17-01-2024,3,52,TRUE,25.37,In-Store,In-Store
Txn_6911,Cust_7925,Prod_46,23-10-2024,5,50.53,276.63,Cash,2,7.53,Completed,"91481 Cody Corners West Craig, ND 73872",7.45,2.34,02-10-2024,23-10-2024,19-03-2024,02-06-2024,4.5,38,FALSE,25.37,Other,
Txn_6912,Cust_2877,Prod_34,23-10-2024,3,50.53,276.63,Debit Card,2,7.53,Failed,"93829 Rowe Meadow Apt. 246 Nathanville, OH 86344",1.9,89.28,23-10-2024,26-04-2024,09-04-2024,20-01-2024,3,50,FALSE,32.8,In-Store,In-Store
Txn_6913,Cust_8519,Prod_13,23-10-2024,8,50.53,276.63,Cash,3,7.53,,"949 Jessica Mall Fredericktown, WV 97757",7.92,43.31,23-10-2024,23-10-2024,31-01-2024,13-09-2024,3,50,FALSE,38.18,Other,
Txn_6914,Cust_6881,Prod_29,23-10-2024,4,50.53,276.63,Debit Card,3,17.57,Completed,"63685 Joseph Bypass Suite 416 Andrewland, KS 72203",7.45,49.88,20-09-2024,23-10-2024,15-02-2024,14-10-2024,2.4,50,FALSE,25.37,In-Store,In-Store
Txn_6915,Cust_38,Prod_17,10-08-2024,9,77.17,694.53,Other,1,5,Completed,"2426 Jasmine Lock Amandamouth, ME 31152",7.45,49.88,23-10-2024,23-10-2024,23-08-2024,04-04-2024,4.9,50,FALSE,6.27,In-Store,In-Store
Txn_6916,Cust_5698,Prod_50,23-10-2024,5,59.04,276.63,Cash,2,7.53,,"8162 Tonya Light Suite 416 North Matthew, KY 45272",9.09,91.29,23-10-2024,23-10-2024,25-05-2024,05-04-2024,3,40,TRUE,25.37,Other,
Txn_6917,Cust_8450,Prod_44,23-10-2024,9,46.82,421.38,Cash,3,3.03,,"4348 Ford Wall Suite 339 Port Michelleview, WI 46071",3.59,32.95,23-10-2024,23-10-2024,07-02-2024,31-05-2024,3,99,TRUE,32.85,Other,
Txn_6918,Cust_4402,Prod_17,27-08-2024,5,12.78,276.63,Debit Card,1,7.53,Failed,"0879 Smith Glens Apt. 095 Lake Jamesmouth, CO 51621",10.18,93.34,23-10-2024,23-10-2024,13-06-2024,18-03-2024,2.7,50,TRUE,36.31,Other,
Txn_6919,Cust_9930,Prod_14,25-09-2024,5,50.53,276.63,Cash,2,5,Pending,"967 Thomas Ports Apt. 975 West Antonio, CO 71699",10.76,25.89,23-10-2024,23-10-2024,16-07-2024,13-08-2024,3,70,TRUE,25.37,Other,
Txn_6920,Cust_4249,Prod_40,23-10-2024,5,10.51,52.55,Debit Card,2,6.58,Failed,"56073 Miller Ports North Michelemouth, WI 98176",7.45,36.16,07-06-2024,03-07-2024,03-01-2024,22-01-2024,3,93,FALSE,34.83,Other,
Txn_6921,Cust_3221,Prod_34,09-02-2024,7,8.49,59.43,Cash,3,5,Completed,"34319 Jacob Key Janeport, MD 26782",13.11,11.52,19-03-2024,23-10-2024,09-06-2024,27-06-2024,3,50,TRUE,25.37,Other,
Txn_6922,Cust_7864,Prod_29,01-07-2024,5,14.4,276.63,Debit Card,1,5,Failed,"42075 Harris Meadow Buckfort, WY 26490",8.6,51.51,23-10-2024,23-10-2024,20-01-2024,29-07-2024,4.1,50,FALSE,43.91,Other,
Txn_6923,Cust_8681,Prod_44,23-10-2024,6,82.4,494.4,Credit Card,1,5,Pending,"16887 Smith Shoals Suite 133 Codymouth, OR 48537",7.45,49.88,23-10-2024,27-04-2024,24-04-2024,02-03-2024,3.3,50,TRUE,12.35,In-Store,In-Store
Txn_6924,Cust_5473,Prod_28,23-10-2024,4,37.57,150.28,Other,3,5,Failed,"90377 Jeff Keys Port Annside, VT 86542",6.11,26.42,17-02-2024,23-10-2024,21-01-2024,21-09-2024,3,50,FALSE,14.58,Online,Online
Txn_6925,Cust_8347,Prod_32,08-01-2024,7,42.21,295.47,Cash,3,1.62,Completed,"4976 Dustin Square Apt. 064 Lake Lukeport, LA 96769",1.47,49.88,23-10-2024,23-10-2024,16-02-2024,25-01-2024,3,50,TRUE,18.39,In-Store,In-Store
Txn_6926,Cust_7607,Prod_43,23-10-2024,5,25.4,276.63,Online Payment,1,2.78,Failed,"232 Christopher Road Douglasview, SD 93049",7.45,6.98,23-10-2024,23-10-2024,29-08-2024,12-04-2024,1.7,28,FALSE,25.37,In-Store,In-Store
Txn_6927,Cust_5585,Prod_16,23-10-2024,4,50.53,276.63,Online Payment,3,5,Failed,"77911 West Trail Suite 161 Contrerasport, NY 38958",7.45,49.88,23-10-2024,11-02-2024,02-02-2024,29-07-2024,3,50,TRUE,25.37,Online,Online
Txn_6928,Cust_4672,Prod_45,23-10-2024,5,64.14,276.63,Online Payment,2,11.09,,"03136 Costa Summit East Elijah, MS 59921",11.58,49.88,23-10-2024,23-10-2024,15-05-2024,12-08-2024,3,22,FALSE,7.79,Other,
Txn_6929,Cust_8280,Prod_39,22-02-2024,10,14.18,141.8,Other,3,7.53,,Unit 9403 Box 0570 DPO AE 73139,12.61,49.88,10-07-2024,07-09-2024,21-03-2024,08-03-2024,1.3,69,TRUE,25.37,Online,Online
Txn_6930,Cust_3406,Prod_46,23-10-2024,10,98.81,988.1,Debit Card,2,2.94,Completed,"750 Cox Garden Apt. 145 East Patriciaside, SC 87983",12.69,68.45,06-01-2024,23-10-2024,14-03-2024,21-01-2024,3,50,TRUE,25.37,In-Store,In-Store
Txn_6931,Cust_6541,Prod_19,23-10-2024,9,50.53,276.63,Debit Card,1,5,Pending,"88979 Davis Pike Lynchfurt, WV 70512",7.45,49.88,23-10-2024,23-10-2024,25-03-2024,15-02-2024,3,50,TRUE,0.89,In-Store,In-Store
Txn_6932,Cust_527,Prod_16,23-10-2024,7,63.35,443.45,Cash,3,8.67,Completed,"2361 Jose Ports Apt. 465 Pottsside, NJ 50222",5.23,49.88,07-05-2024,01-05-2024,08-04-2024,26-02-2024,4.2,50,TRUE,20.64,Other,
Txn_6933,Cust_8375,Prod_38,03-09-2024,8,50.53,276.63,Credit Card,2,14.66,Completed,"62400 Cheryl Route Port Fredland, FM 85251",8.73,54.89,14-10-2024,23-10-2024,01-06-2024,18-01-2024,3,53,FALSE,25.37,In-Store,In-Store
Txn_6934,Cust_8577,Prod_4,23-10-2024,10,49.58,495.8,Credit Card,3,7.53,Completed,"73175 Bradley Shores Apt. 475 New Williamside, AR 26802",5.31,61.36,27-03-2024,23-10-2024,25-03-2024,06-09-2024,2.3,91,TRUE,25.37,Online,Online
Txn_6935,Cust_9165,Prod_20,01-06-2024,5,50.53,276.63,Cash,2,7.53,Completed,"5819 Valerie Port Suite 133 Scottmouth, OH 81850",1.15,82.05,07-06-2024,16-02-2024,14-01-2024,28-04-2024,3.2,6,TRUE,4.12,Online,Online
Txn_6936,Cust_9220,Prod_47,30-05-2024,9,50.53,276.63,Other,2,7.53,Failed,"10519 Kevin Cliffs Dominguezstad, MN 22114",6.5,49.88,03-07-2024,11-06-2024,25-06-2024,04-04-2024,4.9,4,TRUE,25.37,Online,Online
Txn_6937,Cust_2550,Prod_21,05-08-2024,1,50.53,276.63,Cash,2,7.3,,"384 Maria Square Suite 014 Jacquelinemouth, TN 08646",7.45,48.66,03-08-2024,04-02-2024,04-10-2024,25-07-2024,4.6,15,TRUE,11.35,In-Store,In-Store
Txn_6938,Cust_6011,Prod_21,23-10-2024,5,50.31,276.63,Other,1,5,Pending,"094 Scott Cliff Apt. 939 Colleenchester, LA 09893",7.45,49.88,23-10-2024,23-10-2024,28-02-2024,14-07-2024,2.5,50,FALSE,25.37,Other,
Txn_6939,Cust_3711,Prod_34,23-10-2024,5,5.8,276.63,Credit Card,2,5,Completed,"7780 Tyler Wall Suite 192 East Thomas, MH 22654",11.26,19.83,23-10-2024,31-07-2024,10-02-2024,14-10-2024,3,50,FALSE,25.37,Online,Online
Txn_6940,Cust_1546,Prod_45,01-07-2024,5,50.53,276.63,Credit Card,1,7.53,Pending,"8765 Phillips Gardens New Debbieport, TN 04907",13.14,49.88,29-02-2024,23-10-2024,16-08-2024,26-03-2024,4.3,89,TRUE,36.4,Other,
Txn_6941,Cust_1884,Prod_32,20-09-2024,4,38.92,155.68,Other,2,7.53,,"2998 Cowan Streets Thomashaven, ME 43498",7.45,49.88,25-08-2024,24-02-2024,28-07-2024,07-07-2024,3,50,TRUE,25.37,In-Store,In-Store
Txn_6942,Cust_4704,Prod_50,21-07-2024,5,50.53,276.63,Credit Card,2,13.06,Pending,USCGC Kline FPO AP 14440,7.45,49.88,23-10-2024,23-10-2024,12-03-2024,05-04-2024,2,50,FALSE,24.93,Other,
Txn_6943,Cust_6957,Prod_26,23-10-2024,5,50.53,276.63,Credit Card,3,7.53,Failed,"449 Mcclure Mills Apt. 047 Port Richardton, AL 18615",7.45,41.33,23-10-2024,26-06-2024,28-09-2024,02-03-2024,3.7,50,TRUE,25.37,Other,
Txn_6944,Cust_4508,Prod_31,04-06-2024,5,76.28,276.63,Online Payment,3,4.16,Completed,"4275 Michael Pike Lake Tiffany, VT 72856",7.45,49.88,27-01-2024,23-10-2024,17-05-2024,14-07-2024,1.9,28,FALSE,25.37,Online,Online
Txn_6945,Cust_7203,Prod_26,01-10-2024,1,51.1,51.1,Cash,2,5,Completed,"052 Barton Divide West Lisafort, NC 88123",7.45,49.88,23-10-2024,13-10-2024,06-08-2024,06-03-2024,1.9,50,FALSE,25.37,Online,Online
Txn_6946,Cust_6021,Prod_14,23-10-2024,5,50.53,276.63,Online Payment,3,7.53,Completed,"5736 Brian Forges Suite 463 Welchville, NH 47653",8.05,59.22,23-10-2024,23-10-2024,27-07-2024,17-07-2024,3,50,TRUE,25.37,In-Store,In-Store
Txn_6947,Cust_4808,Prod_8,23-10-2024,5,50.53,276.63,Other,2,16.81,Completed,"889 Maria Dam West Alexander, PA 10353",7.45,49.88,17-01-2024,23-10-2024,15-08-2024,19-08-2024,3,91,TRUE,25.37,Online,Online
Txn_6948,Cust_7010,Prod_33,23-10-2024,7,29.86,209.02,Debit Card,2,7.53,Failed,"8429 Stacy Flat Apt. 076 East Zacharyport, WA 41402",7.45,49.88,10-10-2024,23-10-2024,14-05-2024,17-04-2024,4.9,50,TRUE,38.69,Online,Online
Txn_6949,Cust_2785,Prod_49,23-10-2024,5,45.38,276.63,Credit Card,1,7.53,Completed,"PSC 9470, Box 8806 APO AE 57033",7.45,49.88,28-04-2024,23-10-2024,20-07-2024,04-08-2024,3,50,TRUE,25.37,In-Store,In-Store
Txn_6950,Cust_633,Prod_49,11-07-2024,7,41.33,289.31,Debit Card,1,7.53,,"7008 Vicki Plaza Sophialand, MS 13738",8.46,49.88,22-03-2024,23-10-2024,01-05-2024,27-03-2024,3,50,FALSE,25.37,Other,
Txn_6951,Cust_432,Prod_32,20-03-2024,7,13.99,97.93,Cash,2,18.26,,"91089 James Roads South Jamiechester, WI 57860",1.75,49.88,10-06-2024,04-03-2024,14-05-2024,17-03-2024,3.4,42,FALSE,25.37,In-Store,In-Store
Txn_6952,Cust_4420,Prod_43,23-10-2024,10,29.03,290.3,Other,3,5.49,Failed,"86555 Michelle Corners Vincenthaven, ID 19947",7.45,49.88,07-05-2024,23-10-2024,14-01-2024,03-04-2024,1.9,50,TRUE,25.37,In-Store,In-Store
Txn_6953,Cust_4491,Prod_9,25-02-2024,5,88.81,444.05,Other,3,5,Failed,"0614 Gonzalez Throughway Christineport, AR 35719",7.45,75.23,23-10-2024,01-08-2024,02-05-2024,31-05-2024,3,44,FALSE,38.27,Online,Online
