TransactionID,CustomerID,ProductID,TransactionDate,Quantity,PricePerUnit,TotalAmount,PaymentMethod,RegionID,Discount,TransactionStatus,ShippingAddress,ShippingCost,OrderNotes,RefundedAmount,ShippingDate,DeliveryDate,CreatedAt,UpdatedAt,ProductRating,LoyaltyPointsEarned,GiftCardUsed,GiftCardAmount,TransactionType
Txn_8286,Cust_7174,Prod_28,2024-08-07,1.0,92.87,92.87,Cash,3.0,,Completed,"PSC 5919, Box 1677 APO AE 10832",13.79,,,2024-08-16,,2024-06-04,2024-09-22,,,False,28.8,In-Store
Txn_8287,Cust_4148,Prod_41,,8.0,73.0,584.0,Debit Card,2.0,,Failed,USNV Rosario FPO AE 13318,,Six contain minute.,74.24,,2024-01-19,2024-07-24,2024-01-03,,77.0,True,7.58,In-Store
Txn_8288,Cust_7515,Prod_6,,10.0,78.33,783.3,Credit Card,3.0,,Pending,"5517 Walsh Streets Suite 998 Mercadotown, GU 74976",8.4,,,2024-07-15,2024-09-02,2024-09-15,2024-06-18,,79.0,False,33.41,In-Store
Txn_8289,Cust_2888,Prod_37,2024-04-18,9.0,75.93,683.3700000000001,,1.0,3.25,Pending,"971 Sanchez Vista Suite 583 Johnville, AK 14944",,,70.13,2024-06-03,2024-02-06,2024-10-09,2024-02-11,,2.0,True,39.64,In-Store
Txn_8290,Cust_8400,Prod_49,2024-08-29,2.0,17.93,35.86,Credit Card,1.0,-5.0,Failed,"484 Reid Overpass South Zacharyhaven, IL 23182",9.53,Return our.,,2024-02-23,,2024-05-16,2024-07-25,2.7,53.0,True,6.5,Online
Txn_8291,Cust_5862,Prod_34,,10.0,,,,3.0,,,"7461 Neal Estate Morganport, NC 37975",6.74,Question usually.,,,,2024-08-12,2024-10-02,,,False,11.8,Online
Txn_8292,Cust_2298,Prod_17,,9.0,54.38,489.42,Credit Card,3.0,8.56,Failed,USNV Munoz FPO AA 71777,3.92,,,,,2024-10-04,2024-05-05,4.7,61.0,True,0.21,Online
Txn_8293,Cust_7360,Prod_44,2024-10-07,,,,Debit Card,2.0,-5.0,,"8286 Wiggins Harbors Suite 970 Ericfurt, HI 47029",,Record Mr study set.,,2024-08-21,2024-07-25,2024-06-27,2024-09-25,,79.0,False,9.21,
Txn_8294,Cust_4573,Prod_32,2024-01-27,2.0,25.56,51.12,Credit Card,,18.66,,"678 Kevin Locks Apt. 870 South Emilyport, AZ 36252",5.45,Woman all white.,,2024-03-10,,2024-05-17,2024-10-07,,,True,,In-Store
Txn_8295,Cust_6601,Prod_10,2024-08-15,,,,,2.0,-5.0,Pending,"5420 Mcdonald Locks Christianchester, AR 51687",,Operation measure.,,,,2024-10-11,2024-08-13,3.6,,True,1.98,In-Store
Txn_8296,Cust_6524,Prod_34,2024-06-30,,76.06,,Cash,3.0,6.57,,"30033 Mays Turnpike Apt. 971 North Cynthia, PW 92049",,,31.27,2024-02-21,,2024-07-11,2024-02-27,,19.0,True,42.24,
Txn_8297,Cust_7508,Prod_20,2024-08-24,,6.13,,,,12.31,,"7264 Jonathan Ranch South Carla, VA 13574",12.42,,,2024-04-25,2024-05-27,2024-06-14,2024-02-13,,45.0,True,,In-Store
Txn_8298,Cust_5738,Prod_28,2024-05-12,4.0,,,Online Payment,3.0,,Failed,"520 Randy Tunnel Port Davidborough, MH 26525",13.09,,11.14,,,2024-06-07,2024-07-23,,52.0,False,,Online
Txn_8299,Cust_2211,Prod_28,,6.0,,,,3.0,4.67,Failed,"72779 Smith Pine Youngton, CT 98562",1.9,Yet physical try.,20.19,2024-09-01,2024-09-02,2024-09-11,2024-07-31,1.1,,False,,In-Store
Txn_8300,Cust_3263,Prod_19,,,84.44,,Online Payment,2.0,1.28,Pending,"26055 David Burg Apt. 214 Brianview, IL 80863",2.03,Share compare hand.,,2024-08-19,2024-05-10,2024-06-21,2024-06-27,,,False,25.23,In-Store
Txn_8301,Cust_4865,Prod_45,,,92.61,,Online Payment,1.0,,Completed,"883 Jamie Shore North Kimberlyfurt, TX 60585",6.87,Write soldier.,51.86,2024-03-27,2024-09-12,2024-08-03,2024-09-28,,75.0,False,18.73,In-Store
Txn_8302,Cust_6657,Prod_38,2024-05-24,6.0,,,Cash,2.0,-5.0,Completed,"16459 Joseph Light Espinozaberg, SD 25315",12.42,Say easy care water.,,2024-09-12,2024-03-07,2024-09-13,2024-06-03,,21.0,False,17.41,Online
Txn_8303,Cust_733,Prod_16,,5.0,,,Cash,3.0,9.33,,"9180 Snyder Fall Suite 630 Jamesport, AR 90873",,,4.28,,2024-08-27,2024-06-22,2024-08-12,,,False,43.13,Online
Txn_8304,Cust_142,Prod_38,,,,,Debit Card,2.0,-5.0,,"368 Stuart Pass Apt. 792 Samanthaview, VT 62347",,Window ball tonight.,,2024-09-03,2024-07-10,2024-08-29,2024-08-03,3.4,41.0,False,10.2,In-Store
Txn_8305,Cust_7981,Prod_2,2024-04-06,,,,Cash,1.0,19.35,Pending,"68572 Perez Parkways Apt. 422 Coxstad, WV 06597",10.44,Floor great color.,34.26,2024-08-22,2024-03-10,2024-02-22,2024-09-19,1.3,,True,,
Txn_8306,Cust_6797,Prod_26,2024-04-07,,54.85,,Debit Card,3.0,-5.0,Failed,"9625 Hunt Parkway Suite 461 Markmouth, FM 77412",1.03,,75.02,2024-09-10,2024-08-11,2024-03-25,2024-02-26,3.9,99.0,True,,In-Store
Txn_8307,Cust_4768,Prod_11,2024-05-08,,,,,1.0,14.3,Completed,"2200 Alicia Locks Apt. 247 Brittanyfurt, WI 53515",,Sort necessary.,,,2024-09-28,2024-03-04,2024-08-18,4.9,,False,,
Txn_8308,Cust_612,Prod_40,2024-04-04,,,,Debit Card,1.0,-5.0,Failed,"41763 Sara Springs Ashleyside, MT 00740",3.02,Send enjoy defense.,25.6,,,2024-10-06,2024-04-14,4.9,,False,2.38,In-Store
Txn_8309,Cust_4423,Prod_10,,2.0,54.12,108.24,Online Payment,,1.73,Failed,"PSC 6034, Box 4404 APO AA 66804",2.48,Back man beautiful.,57.0,2024-05-15,2024-07-03,2024-04-27,2024-02-23,,98.0,True,40.22,Online
Txn_8310,Cust_6980,Prod_9,,7.0,94.87,664.09,Cash,1.0,-5.0,Completed,"5656 Howell Freeway Robbinsborough, NM 44255",,Culture hard senior.,,2024-06-14,,2024-07-01,2024-08-19,,,False,44.54,
Txn_8311,Cust_2752,Prod_30,2024-07-18,10.0,29.33,293.29999999999995,Credit Card,1.0,,,USNS Giles FPO AA 09482,10.47,,99.16,,,2024-05-13,2024-03-16,,85.0,True,41.52,
Txn_8312,Cust_1258,Prod_13,2024-07-11,4.0,66.16,264.64,Online Payment,3.0,,Failed,"65124 Jerry Courts Suite 090 Kanestad, NH 53964",9.81,Growth ago seek own.,,,,2024-03-05,2024-10-07,3.5,17.0,True,39.69,
Txn_8313,Cust_9753,Prod_35,,,,,,3.0,,Completed,"78406 Joseph Light Apt. 132 North James, KS 15230",5.33,Get politics ever.,,,2024-07-29,2024-03-14,2024-04-23,1.9,,True,38.03,In-Store
Txn_8314,Cust_1180,Prod_26,,,2.12,,Cash,,-5.0,Completed,USNS Daniel FPO AP 97257,,,,2024-03-30,2024-09-10,2024-03-19,2024-04-29,,16.0,False,,Online
Txn_8315,Cust_2769,Prod_48,2024-10-07,3.0,,,Cash,2.0,-5.0,Completed,"41869 Heather Drive Apt. 965 Heatherstad, DC 40488",,Company while.,32.99,,,2024-02-05,2024-05-11,2.6,85.0,False,,In-Store
Txn_8316,Cust_5078,Prod_3,2024-05-23,7.0,,,Cash,1.0,,Completed,"6627 Dana Spurs South Stevenmouth, FL 02396",,,93.52,,,2024-09-06,2024-01-24,,,True,35.37,In-Store
Txn_8317,Cust_8448,Prod_5,2024-07-23,,,,Online Payment,2.0,,,"940 Barry Point Suite 676 Gonzalezburgh, TN 27885",,Speech current.,8.05,2024-01-11,2024-01-24,2024-09-08,2024-09-19,,,True,12.26,
Txn_8318,Cust_9767,Prod_6,2024-05-16,4.0,,,Cash,2.0,1.38,Pending,"4476 Mosley Turnpike Apt. 591 Laurenhaven, AR 91904",3.87,Cup scientist now.,,2024-06-09,2024-01-30,2024-09-05,2024-03-09,3.6,89.0,True,,Online
Txn_8319,Cust_3055,Prod_25,,3.0,,,Credit Card,2.0,,,"28301 Watts Corners Apt. 451 East Jenna, MP 68943",,,,,,2024-01-22,2024-07-01,,73.0,False,,
Txn_8320,Cust_7129,Prod_44,2024-08-29,9.0,,,Debit Card,1.0,,,"84581 Atkins Island East Cody, GA 91422",,Answer hot sure.,,2024-01-28,,2024-05-18,2024-01-27,2.8,83.0,False,36.8,
Txn_8321,Cust_1729,Prod_12,,2.0,59.63,119.26,Credit Card,2.0,18.5,Failed,"614 James Mountain Norrismouth, KS 81326",9.11,Know despite.,9.43,,,2024-05-13,2024-06-30,,52.0,True,19.18,In-Store
Txn_8322,Cust_1908,Prod_49,2024-06-03,7.0,,,Cash,3.0,5.63,Failed,"2708 Melanie Wall Apt. 283 West Angela, SD 68598",1.75,Man value radio.,,,2024-03-10,2024-01-30,2024-01-11,,,False,,
Txn_8323,Cust_7251,Prod_6,2024-10-07,7.0,,,Online Payment,,3.66,,"8801 Williams Shores North Regina, RI 94603",,Former finally just.,,,,2024-01-16,2024-10-01,,94.0,False,,In-Store
Txn_8324,Cust_5906,Prod_40,2024-06-09,,71.18,,Online Payment,2.0,14.5,Pending,"253 Juarez Inlet Apt. 015 Alyssafort, VI 38948",8.56,Occur series.,,2024-01-21,2024-01-26,2024-02-09,2024-07-02,4.1,22.0,False,40.88,
Txn_8325,Cust_8336,Prod_17,2024-08-19,,,,Online Payment,3.0,12.7,,"34603 Herman Ville Suite 051 Pettyland, OK 27129",,Total care.,10.71,2024-07-09,,2024-05-21,2024-06-29,,88.0,True,,In-Store
Txn_8326,Cust_542,Prod_28,2024-04-01,,,,Cash,,9.27,,"264 Wilson Ford Suite 975 Clarkport, LA 61941",3.84,,,2024-01-12,,2024-01-15,2024-03-25,4.1,86.0,False,8.05,
Txn_8327,Cust_6494,Prod_19,2024-07-17,9.0,30.16,271.44,,2.0,-5.0,,"8024 Abbott Creek Suite 486 Edwardsstad, PA 25872",7.3,,,2024-08-24,2024-01-01,2024-03-22,2024-08-31,2.0,,False,1.01,Online
Txn_8328,Cust_9664,Prod_18,,3.0,14.4,43.2,Online Payment,,-5.0,Pending,"86806 James Rapids Port Michael, WV 70235",10.79,,16.84,,,2024-02-19,2024-06-23,3.4,68.0,False,37.65,In-Store
Txn_8329,Cust_7421,Prod_2,2024-09-04,,,,Online Payment,1.0,,Pending,"34491 Warner Lights Suite 254 North Tammie, OK 02244",0.93,Man test laugh able.,,,2024-06-18,2024-07-19,2024-03-01,4.0,48.0,False,,In-Store
Txn_8330,Cust_6693,Prod_41,,,,,Credit Card,2.0,,Completed,Unit 0231 Box 2839 DPO AP 75198,,,,,,2024-10-07,2024-03-02,,,False,36.1,
Txn_8331,Cust_828,Prod_41,,,,,Online Payment,1.0,-5.0,,"43270 Laura Spurs Kimberlyfurt, MT 32392",0.82,Catch real window.,93.36,,,2024-10-03,2024-06-25,3.9,2.0,True,,Online
Txn_8332,Cust_69,Prod_11,2024-09-15,9.0,37.62,338.58,Cash,3.0,3.72,Completed,"4072 Jonathan Brook Suite 391 West Michael, WY 73569",10.6,Own despite hear.,9.12,2024-07-24,2024-04-17,2024-02-21,2024-05-12,2.3,20.0,True,24.77,In-Store
Txn_8333,Cust_3908,Prod_45,,,69.98,,Credit Card,1.0,-5.0,,"359 Adam Groves Apt. 019 Frankfort, NH 53073",5.69,,30.26,2024-03-28,,2024-09-23,2024-07-25,3.9,,True,,
Txn_8334,Cust_7301,Prod_31,2024-01-12,,40.91,,,3.0,12.24,Completed,"131 Tyler Freeway North Jennifer, MA 75612",,,39.39,2024-04-21,2024-08-29,2024-04-19,2024-02-10,1.5,10.0,True,16.4,Online
Txn_8335,Cust_9920,Prod_12,,,5.79,,Online Payment,,,Completed,"128 Wright Port East Lisafort, ME 97971",13.51,Often before team.,22.38,,,2024-01-06,2024-06-20,2.7,36.0,False,22.78,In-Store
Txn_8336,Cust_2759,Prod_1,,10.0,90.26,902.6,,3.0,7.34,Pending,"76870 Gordon Mills Robertville, VI 35434",12.97,Crime join six nor.,39.55,2024-02-14,,2024-03-23,2024-05-17,1.3,,True,44.59,In-Store
Txn_8337,Cust_6496,Prod_8,,,17.5,,Online Payment,1.0,,Pending,"1581 Williams Court East Cody, GU 05694",9.26,,,2024-09-29,,2024-08-06,2024-03-09,3.6,,True,,In-Store
Txn_8338,Cust_54,Prod_28,,8.0,,,Online Payment,1.0,12.56,Pending,"368 Samantha Cape Suite 603 West Christinafurt, VT 13279",11.15,Attorney according.,,,2024-08-08,2024-04-14,2024-07-28,1.3,48.0,False,42.55,In-Store
Txn_8339,Cust_9240,Prod_39,2024-08-21,4.0,43.89,175.56,,1.0,-5.0,Pending,"357 Michael Streets North Suzanneshire, MH 99010",3.63,Son its bill.,,2024-02-25,2024-08-06,2024-07-14,2024-05-24,4.0,,True,,In-Store
Txn_8340,Cust_7713,Prod_3,2024-01-24,,57.49,,Debit Card,,,Completed,"0534 Green Ford Hamiltonview, DE 76959",,Compare guess.,51.92,,2024-03-15,2024-07-08,2024-04-10,,,False,45.99,Online
Txn_8341,Cust_7559,Prod_44,2024-10-02,7.0,28.76,201.32000000000002,,2.0,-5.0,Completed,"832 Harper Harbor West Jessicafort, FL 90579",8.95,End husband task.,41.25,,2024-03-04,2024-06-05,2024-03-12,,30.0,True,46.78,Online
Txn_8342,Cust_4077,Prod_37,2024-09-27,,,,Cash,1.0,-5.0,,"7175 Valdez Row Suite 485 North Lori, NE 89024",,Follow moment beat.,59.38,,2024-02-02,2024-06-09,2024-07-01,,45.0,True,15.85,Online
Txn_8343,Cust_5659,Prod_25,,,,,,3.0,-5.0,Completed,"405 Stephen Route Coffeytown, MP 78921",7.92,Yes million.,38.23,,,2024-06-03,2024-03-30,4.7,37.0,True,,
Txn_8344,Cust_1391,Prod_20,,8.0,15.36,122.88,Credit Card,1.0,10.32,Failed,Unit 8275 Box 0671 DPO AE 87198,,,74.51,2024-09-11,2024-05-14,2024-08-17,2024-06-17,1.5,,True,,
Txn_8345,Cust_4409,Prod_46,2024-01-11,,,,Credit Card,,,Pending,"460 Daniel Ridges Jameston, WV 08755",,Follow step really.,,,2024-08-07,2024-07-23,2024-06-28,,,True,13.19,Online
Txn_8346,Cust_9662,Prod_20,2024-08-06,,,,Online Payment,1.0,-5.0,Completed,"960 Myers Junction Leemouth, GA 35947",,,59.69,,2024-06-20,2024-06-07,2024-09-03,1.2,17.0,True,,
Txn_8347,Cust_9283,Prod_41,2024-02-09,6.0,69.33,415.98,Credit Card,2.0,,,"PSC 8111, Box 1913 APO AE 69958",11.78,Method state thank.,68.44,2024-08-13,,2024-04-30,2024-04-20,,73.0,True,,Online
Txn_8348,Cust_6024,Prod_34,2024-09-13,,,,Cash,2.0,,Completed,"1801 Johnny Port Kurtville, DC 42719",,Because girl be.,,,,2024-05-18,2024-06-11,,,False,,Online
Txn_8349,Cust_3352,Prod_46,2024-02-12,5.0,,,Online Payment,1.0,6.56,,"362 Shah Walks Apt. 983 Nataliefort, NH 97207",,,27.83,2024-01-22,2024-02-19,2024-07-31,2024-04-11,2.7,,True,,In-Store
Txn_8350,Cust_8408,Prod_35,,,,,Online Payment,3.0,-5.0,,Unit 3301 Box 1204 DPO AA 01215,,Another fill source.,9.37,,2024-01-25,2024-08-27,2024-05-27,,,True,,In-Store
Txn_8351,Cust_9581,Prod_36,,4.0,63.49,253.96,,2.0,15.07,Completed,"21179 Nicole Mount Suite 606 Kathyfort, IL 62698",,,31.55,2024-07-04,2024-01-19,2024-07-12,2024-08-13,3.9,90.0,False,35.57,
Txn_8352,Cust_5792,Prod_13,,6.0,,,Credit Card,2.0,2.18,,"1221 Sutton Light Ronaldhaven, DE 19573",,,84.26,,2024-10-02,2024-05-10,2024-03-21,4.4,,False,28.95,Online
Txn_8353,Cust_4764,Prod_31,,,,,Cash,2.0,,Failed,"PSC 1001, Box 8705 APO AP 55437",8.78,Officer face their.,,,2024-01-18,2024-07-11,2024-02-07,,98.0,False,32.92,Online
Txn_8354,Cust_9015,Prod_27,,1.0,16.28,16.28,Online Payment,2.0,-5.0,Failed,"8790 Peterson Hollow West Andrewport, PR 16307",12.97,,,,,2024-06-06,2024-03-18,3.7,,False,,
Txn_8355,Cust_7834,Prod_18,2024-05-15,2.0,,,Cash,3.0,,Completed,"373 Mark Junction Allenberg, OR 12678",1.8,Theory medical.,,2024-06-04,2024-03-10,2024-08-25,2024-08-05,,,False,,Online
Txn_8356,Cust_4622,Prod_33,2024-05-21,,12.72,,Cash,,-5.0,Pending,"2220 Richard Fork Allenborough, AR 36279",4.07,Loss traditional.,,2024-01-15,2024-01-11,2024-03-05,2024-07-29,1.6,39.0,True,6.59,
Txn_8357,Cust_1091,Prod_23,2024-01-26,,,,Credit Card,,19.94,Failed,"72444 Flores Ranch Lake Christopher, WA 72096",7.74,,,,,2024-01-30,2024-06-10,,,False,,Online
Txn_8358,Cust_3611,Prod_25,,3.0,68.21,204.63,Debit Card,1.0,12.07,Pending,"89033 Wilson View Suite 312 Lynnshire, OR 76028",,Present machine.,,2024-07-25,,2024-05-21,2024-08-05,4.8,100.0,False,,
Txn_8359,Cust_1644,Prod_35,,10.0,,,Credit Card,1.0,8.68,Completed,"17791 Melissa Streets Suite 209 Jessicaburgh, MT 98776",,Spend design.,52.91,2024-09-22,,2024-04-30,2024-09-07,,16.0,True,,
Txn_8360,Cust_469,Prod_1,,6.0,,,Credit Card,,,,"011 Gary Estates Suite 045 South Ashleyburgh, GA 12854",,Discussion heart.,,,,2024-03-01,2024-01-28,,89.0,True,,In-Store
Txn_8361,Cust_6095,Prod_40,2024-09-10,3.0,,,Debit Card,,15.9,Completed,"941 Lisa Streets New Jennifer, NC 70516",,,,,,2024-07-25,2024-09-23,,,False,43.93,In-Store
Txn_8362,Cust_6970,Prod_14,2024-09-06,4.0,7.36,29.44,,2.0,-5.0,Pending,"047 Powell Camp Apt. 428 Markport, NV 74982",13.01,More together.,,2024-08-21,2024-05-08,2024-06-30,2024-01-18,,52.0,False,,Online
Txn_8363,Cust_7900,Prod_4,2024-05-01,3.0,,,Online Payment,2.0,5.35,Completed,"694 Caleb Hills Suite 016 Heatherbury, TX 46375",5.9,,33.09,,,2024-08-21,2024-09-25,,0.0,True,,
Txn_8364,Cust_4412,Prod_5,2024-08-09,4.0,50.95,203.8,Debit Card,,-5.0,Failed,"057 Edwards Pines Suite 588 Elijahton, ME 73915",12.75,Generation walk.,,2024-02-21,,2024-07-31,2024-07-02,,93.0,False,,
Txn_8365,Cust_3177,Prod_33,2024-05-20,,85.27,,Debit Card,1.0,,,"1087 Adams Estate Apt. 302 Leland, NJ 93596",,,,,2024-05-30,2024-02-16,2024-02-10,,54.0,True,16.85,Online
Txn_8366,Cust_2934,Prod_44,2024-07-23,,,,Credit Card,2.0,,,"25651 Graham Rest Stantonland, NH 13617",5.93,National change.,75.75,2024-01-05,2024-01-06,2024-04-22,2024-04-04,,82.0,False,,Online
Txn_8367,Cust_3359,Prod_10,,4.0,70.52,282.08,,2.0,-5.0,,"10876 Allison Ridges Suite 175 Phillipbury, NJ 59200",10.63,,,,2024-06-05,2024-04-30,2024-05-14,1.5,,False,43.94,
Txn_8368,Cust_7802,Prod_29,,,74.39,,Cash,,-5.0,,"20133 Snow Branch Pamelaborough, SC 87965",,Support smile.,7.25,,,2024-08-11,2024-02-05,4.6,74.0,False,,Online
Txn_8369,Cust_9467,Prod_11,,1.0,60.78,60.78,Online Payment,3.0,-5.0,,"5062 Randall Hollow Bullockfort, WA 16578",2.42,Conference article.,,,2024-03-26,2024-07-08,2024-08-17,2.2,51.0,True,28.04,Online
Txn_8370,Cust_3806,Prod_38,2024-02-20,,,,Online Payment,2.0,-5.0,Failed,"79581 Sean Parkways Apt. 535 North Stacey, AZ 86311",0.3,Fill school finally.,86.33,2024-02-15,,2024-06-29,2024-07-08,,41.0,True,,In-Store
Txn_8371,Cust_1176,Prod_19,2024-07-09,,80.09,,Debit Card,2.0,-5.0,,"1453 Joseph Roads Knoxtown, HI 62560",,Thousand however.,35.84,2024-03-31,,2024-08-17,2024-08-24,1.3,,False,46.35,In-Store
Txn_8372,Cust_8498,Prod_23,,,,,Credit Card,2.0,-5.0,Failed,"50562 Michael Drives Teresafurt, PA 60410",,,,2024-06-15,2024-08-03,2024-02-06,2024-06-13,3.2,,True,14.36,In-Store
Txn_8373,Cust_7363,Prod_28,,5.0,43.72,218.6,Credit Card,2.0,6.48,Pending,"61249 Mark Field Suite 657 Fritzland, MS 26100",11.09,,66.8,,2024-05-02,2024-06-20,2024-01-07,1.5,51.0,False,21.26,In-Store
Txn_8374,Cust_6222,Prod_26,,,,,Online Payment,,10.83,Completed,Unit 2151 Box 8928 DPO AE 98140,9.5,,,,,2024-02-27,2024-05-11,,29.0,False,30.4,
Txn_8375,Cust_5261,Prod_20,2024-01-18,,93.99,,Cash,2.0,-5.0,Failed,"54737 Wilson Locks Apt. 631 West Dawn, DC 73265",0.33,,,2024-07-24,,2024-09-12,2024-07-16,,,False,,Online
Txn_8376,Cust_9885,Prod_49,2024-02-29,,,,Credit Card,1.0,,Pending,"79249 Natalie Haven Apt. 479 East Danielport, CO 31707",,,,2024-09-19,,2024-10-12,2024-02-11,,,True,9.8,In-Store
Txn_8377,Cust_7561,Prod_24,2024-10-14,3.0,32.78,98.34,Cash,2.0,-5.0,Pending,"770 Kelly Port Suite 580 East Christinabury, GU 69181",14.98,,18.71,,2024-05-15,2024-10-15,2024-05-01,,70.0,False,,
Txn_8378,Cust_8505,Prod_11,,7.0,,,Cash,2.0,,Pending,"408 Travis Harbor Ericville, WY 92992",4.13,,70.03,2024-05-04,2024-08-29,2024-07-29,2024-03-12,1.9,,False,,In-Store
Txn_8379,Cust_6691,Prod_24,2024-08-16,5.0,44.46,222.3,Debit Card,3.0,2.01,,"56594 Michele Pine East Lisa, WA 04210",,,11.92,2024-09-05,,2024-09-20,2024-05-18,,19.0,False,5.58,
Txn_8380,Cust_6307,Prod_20,2024-04-01,4.0,,,,,-5.0,Pending,"931 Michael Junctions Apt. 272 Port Christopher, PA 61918",13.17,Much message water.,45.42,,,2024-04-26,2024-03-12,,90.0,True,16.76,Online
Txn_8381,Cust_3466,Prod_34,,7.0,45.4,317.8,Debit Card,,11.74,Pending,"4618 Anderson Streets Apt. 295 West Nancychester, OK 77105",,,63.14,,,2024-08-03,2024-07-02,,93.0,False,,In-Store
Txn_8382,Cust_5270,Prod_35,2024-08-06,8.0,10.43,83.44,Cash,2.0,-5.0,Failed,"09903 Zachary Mall Welchberg, PA 73196",8.81,Management tough.,1.04,,2024-03-29,2024-01-05,2024-08-08,4.7,14.0,False,,Online
Txn_8383,Cust_9122,Prod_36,,2.0,,,Credit Card,,7.9,Completed,"2236 Tiffany Junction Johnhaven, CT 40438",,,87.16,2024-04-24,2024-06-12,2024-06-19,2024-08-24,4.5,93.0,False,16.95,In-Store
Txn_8384,Cust_1670,Prod_41,,2.0,25.07,50.14,,2.0,-5.0,Pending,"904 Kramer Land Suite 826 West Arianamouth, NH 67203",9.19,,64.24,2024-07-10,,2024-05-28,2024-08-08,,0.0,True,,In-Store
Txn_8385,Cust_8759,Prod_32,,,69.11,,Online Payment,,-5.0,,"5506 Butler Spur Apt. 972 Castillomouth, DC 27896",11.16,Policy billion.,69.66,,,2024-01-24,2024-04-19,1.1,20.0,True,,Online
Txn_8386,Cust_4000,Prod_35,2024-07-20,6.0,35.93,215.57999999999998,,3.0,16.09,,"8955 Dana Island Suite 446 Arielborough, WV 75968",,,71.76,,,2024-06-07,2024-05-30,,,False,26.22,In-Store
Txn_8387,Cust_8013,Prod_9,2024-01-30,,,,Debit Card,3.0,,Failed,"24628 Theresa Island Apt. 101 North Angelafort, PA 26405",14.05,,,2024-06-16,2024-02-20,2024-02-19,2024-08-14,,,True,22.04,In-Store
Txn_8388,Cust_7780,Prod_47,,2.0,,,Cash,,-5.0,Completed,"403 Crawford Knoll Suite 526 Gibbsport, KS 18113",13.17,Public first.,93.93,2024-06-05,2024-05-19,2024-09-09,2024-03-27,2.4,82.0,True,,In-Store
Txn_8389,Cust_8634,Prod_20,2024-04-22,2.0,56.49,112.98,Credit Card,1.0,-5.0,Failed,USS Lynch FPO AP 11039,,Whom impact hold.,,,2024-10-12,2024-05-06,2024-09-03,,73.0,False,,
Txn_8390,Cust_1574,Prod_4,2024-03-24,,17.71,,Debit Card,2.0,,Pending,"0075 Brooks Locks East Maryton, ID 39144",,,,,2024-03-24,2024-07-03,2024-06-21,1.3,,False,20.0,In-Store
Txn_8391,Cust_2503,Prod_18,2024-10-15,,88.67,,,,7.03,Completed,"87486 Chapman Ports West Heidi, LA 74249",13.91,Evidence order day.,60.22,2024-06-10,,2024-07-17,2024-03-22,,82.0,False,,
Txn_8392,Cust_3058,Prod_17,2024-05-30,8.0,85.16,681.28,Online Payment,1.0,-5.0,,"PSC 1006, Box 4286 APO AE 38957",7.79,,,,,2024-06-12,2024-03-14,,,True,,In-Store
Txn_8393,Cust_3692,Prod_49,2024-02-19,5.0,60.44,302.2,Cash,,15.06,Completed,"411 Laura Unions South Daniel, WY 88958",,Born third however.,74.0,,2024-03-25,2024-03-23,2024-03-08,1.8,,False,33.89,Online
Txn_8394,Cust_7816,Prod_33,,,,,,2.0,5.05,Pending,"176 Dylan Garden Apt. 393 East Andrew, IL 55016",,,90.48,,,2024-04-16,2024-09-17,4.8,,True,,Online
Txn_8395,Cust_8225,Prod_24,2024-09-20,9.0,95.48,859.32,Online Payment,,,,"973 Michael Port Apt. 605 North Angelaberg, CA 99935",,Indicate anything.,,,2024-07-02,2024-03-07,2024-02-18,,44.0,False,,In-Store
Txn_8396,Cust_6742,Prod_23,,,,,Online Payment,3.0,-5.0,Failed,"2272 Toni Gateway Suite 421 Rossport, WI 13755",,Room lose hand.,80.95,,,2024-09-25,2024-06-06,,7.0,True,34.8,In-Store
Txn_8397,Cust_9497,Prod_42,2024-08-06,,,,Online Payment,,15.96,Failed,"PSC 6396, Box 9372 APO AP 55374",,,,2024-09-12,2024-06-19,2024-06-18,2024-03-07,,,False,,In-Store
Txn_8398,Cust_5165,Prod_1,,,51.15,,,1.0,-5.0,,"38901 Mark Landing Martinton, LA 10320",7.62,,,,2024-05-16,2024-03-06,2024-01-06,,81.0,False,2.93,
Txn_8399,Cust_9279,Prod_2,2024-10-06,2.0,,,Credit Card,2.0,,Failed,"5826 Sanders Stravenue Suite 391 Janetview, MH 56401",,Bed machine red.,57.88,2024-04-12,2024-08-22,2024-04-28,2024-07-04,,,False,15.91,Online
Txn_8400,Cust_5648,Prod_19,,10.0,41.16,411.59999999999997,Credit Card,2.0,12.25,Completed,"5583 Roberts Flats Weaverburgh, MD 51779",7.81,Audience fact.,,,,2024-03-04,2024-09-28,4.6,,False,46.68,Online
Txn_8401,Cust_3977,Prod_46,2024-06-11,1.0,42.76,42.76,Cash,1.0,,Failed,"0685 Williams Flats Apt. 671 Antonioland, OR 22665",,,27.73,2024-01-19,,2024-07-25,2024-09-03,3.0,100.0,False,,Online
Txn_8402,Cust_2210,Prod_45,2024-05-11,,,,Debit Card,,3.35,Failed,"99965 Manuel Summit South Brianafurt, CT 59220",1.33,,,,,2024-09-02,2024-10-08,,22.0,False,,Online
Txn_8403,Cust_6089,Prod_26,,2.0,32.46,64.92,Debit Card,2.0,19.8,Failed,"PSC 3749, Box 6058 APO AA 91244",,Right old in decide.,23.8,2024-04-13,,2024-01-29,2024-02-22,4.6,42.0,False,,
